transaction_id,product_id,seller_id,buyer_id,transaction_date,selling_price,final_price,discount_rate,status,location,payment_method
T002148,P003997,U000026,U001200,2022-07-06 00:00:00,60,50,16.67,已完成,快递站,银行卡
T002149,P000496,U001195,U001427,2024-04-16 00:00:00,290,270,6.9,已完成,食堂,支付宝
T002150,P000127,U000489,U001063,2024-05-05 00:00:00,230,220,4.35,已完成,校门口,银行卡
T002151,P002160,U002584,U002478,2022-11-21 00:00:00,2670,2490,6.74,已完成,教学楼,支付宝
T002152,P000741,U000297,U000796,2022-11-27 00:00:00,80,70,12.5,已完成,教学楼,微信
T002153,P001143,U001573,U001299,2021-10-15 00:00:00,130,120,7.69,已完成,教学楼,微信
T002154,P007696,U002564,U002830,2022-07-10 00:00:00,40,40,0.0,已取消,教学楼,支付宝
T002155,P005253,U000924,U001397,2023-05-30 00:00:00,80,80,0.0,已完成,校门口,支付宝
T002156,P005280,U000671,U002586,2024-01-06 00:00:00,120,120,0.0,已完成,教学楼,现金
T002157,P007587,U001154,U000510,2024-04-07 00:00:00,1620,1580,2.47,已完成,宿舍楼下,现金
T002158,P005122,U001576,U002640,2021-06-07 00:00:00,370,350,5.41,已取消,食堂,支付宝
T002159,P004561,U002324,U001200,2022-04-01 00:00:00,90,90,0.0,已完成,校门口,微信
T002160,P003503,U002138,U002833,2021-01-30 00:00:00,930,880,5.38,退款中,教学楼,现金
T002161,P005910,U002286,U001295,2022-02-24 00:00:00,750,730,2.67,已完成,校门口,银行卡
T002162,P002472,U000266,U000941,2022-06-26 00:00:00,30,30,0.0,已完成,校门口,现金
T002163,P001010,U001816,U000675,2024-05-11 00:00:00,140,140,0.0,已完成,宿舍楼下,微信
T002164,P000710,U002708,U001044,2022-02-27 00:00:00,150,140,6.67,已完成,图书馆门口,现金
T002165,P003069,U001325,U000740,2023-12-26 00:00:00,170,170,0.0,已完成,快递站,微信
T002166,P005085,U002301,U002384,2024-04-29 00:00:00,140,130,7.14,已完成,线上交易,银行卡
T002167,P003900,U001253,U001761,2021-02-10 00:00:00,1720,1620,5.81,已取消,校门口,现金
T002168,P007080,U000691,U000668,2021-04-23 00:00:00,1160,1150,0.86,退款中,图书馆门口,微信
T002169,P000653,U000343,U000077,2022-02-04 00:00:00,720,700,2.78,已完成,食堂,微信
T002170,P005393,U001249,U002851,2023-01-15 00:00:00,250,240,4.0,已完成,快递站,银行卡
T002171,P003386,U000205,U000837,2021-05-26 00:00:00,10,10,0.0,已完成,线上交易,支付宝
T002172,P002087,U002638,U000354,2022-11-24 00:00:00,270,250,7.41,已完成,校门口,现金
T002173,P001155,U000235,U001145,2023-09-06 00:00:00,90,90,0.0,已完成,教学楼,银行卡
T002174,P000995,U002328,U001598,2022-03-11 00:00:00,4840,4490,7.23,已完成,校门口,支付宝
T002175,P006361,U002980,U002846,2022-12-26 00:00:00,480,450,6.25,已取消,图书馆门口,现金
T002176,P005300,U000694,U002089,2022-10-23 00:00:00,40,40,0.0,已完成,快递站,现金
T002177,P002156,U000470,U000419,2022-05-18 00:00:00,210,200,4.76,已完成,体育馆,现金
T002178,P004645,U001505,U000194,2023-12-26 00:00:00,3800,3710,2.37,已完成,教学楼,支付宝
T002179,P007990,U002194,U001478,2021-11-04 00:00:00,70,70,0.0,已取消,体育馆,银行卡
T002180,P003603,U001545,U001703,2021-09-15 00:00:00,150,140,6.67,已完成,食堂,支付宝
T002181,P007712,U000785,U002807,2021-01-03 00:00:00,200,190,5.0,已完成,线上交易,微信
T002182,P001570,U002379,U000945,2023-12-30 00:00:00,160,160,0.0,已完成,教学楼,银行卡
T002183,P007623,U000456,U002461,2023-03-11 00:00:00,60,60,0.0,已完成,快递站,银行卡
T002184,P003925,U002060,U002478,2021-08-28 00:00:00,3940,3690,6.35,已取消,图书馆门口,支付宝
T002185,P007697,U001718,U002398,2023-07-01 00:00:00,190,180,5.26,已完成,体育馆,支付宝
T002186,P004380,U000452,U001115,2022-12-04 00:00:00,150,140,6.67,已完成,线上交易,银行卡
T002187,P003010,U001573,U002634,2023-03-03 00:00:00,470,440,6.38,已取消,快递站,支付宝
T002188,P002768,U001802,U002899,2023-12-06 00:00:00,3370,3100,8.01,已完成,校门口,银行卡
T002189,P005739,U002980,U000568,2024-03-12 00:00:00,140,140,0.0,已完成,食堂,银行卡
T002190,P006256,U001594,U000360,2021-09-13 00:00:00,120,120,0.0,已完成,教学楼,现金
T002191,P000145,U002739,U001991,2021-10-21 00:00:00,130,130,0.0,已完成,教学楼,银行卡
T002192,P006205,U002216,U000917,2022-01-03 00:00:00,430,400,6.98,已完成,宿舍楼下,支付宝
T002193,P000042,U001778,U000487,2022-09-24 00:00:00,280,260,7.14,已完成,线上交易,现金
T002194,P004432,U001756,U002481,2020-11-04 00:00:00,110,110,0.0,已完成,校门口,银行卡
T002195,P003075,U001820,U002070,2021-11-25 00:00:00,120,120,0.0,已完成,食堂,微信
T002196,P001942,U000150,U000726,2024-06-01 00:00:00,320,310,3.12,已完成,宿舍楼下,微信
T002197,P003388,U001821,U002387,2021-08-02 00:00:00,70,70,0.0,已完成,图书馆门口,支付宝
T002198,P005094,U001970,U000068,2023-01-08 00:00:00,20,20,0.0,已完成,宿舍楼下,微信
T002199,P002181,U002433,U001569,2024-03-16 00:00:00,80,80,0.0,已完成,宿舍楼下,支付宝
T002200,P001773,U000357,U002850,2021-03-05 00:00:00,250,230,8.0,已完成,快递站,支付宝
T002201,P004749,U002260,U000173,2021-07-17 00:00:00,210,210,0.0,已取消,体育馆,微信
T002202,P006093,U002846,U002866,2024-03-28 00:00:00,110,100,9.09,退款中,快递站,银行卡
T002203,P006651,U000514,U000570,2023-02-01 00:00:00,3430,3240,5.54,退款中,校门口,支付宝
T002204,P001462,U002264,U000098,2022-08-09 00:00:00,160,160,0.0,已完成,快递站,微信
T002205,P002853,U001236,U002537,2021-01-14 00:00:00,80,80,0.0,已完成,图书馆门口,银行卡
T002206,P005086,U000164,U001361,2022-07-12 00:00:00,190,180,5.26,已取消,体育馆,微信
T002207,P006997,U001434,U001200,2021-04-15 00:00:00,320,300,6.25,已取消,教学楼,支付宝
T002208,P004200,U002581,U002419,2021-03-09 00:00:00,420,420,0.0,已取消,教学楼,现金
T002209,P001814,U001415,U000574,2021-05-14 00:00:00,30,30,0.0,已完成,教学楼,支付宝
T002210,P004713,U000575,U001520,2021-12-30 00:00:00,30,30,0.0,已完成,体育馆,支付宝
T002211,P006518,U001081,U000119,2021-03-11 00:00:00,130,120,7.69,已完成,教学楼,银行卡
T002212,P001892,U001253,U000299,2021-10-25 00:00:00,50,50,0.0,已完成,教学楼,微信
T002213,P004908,U001634,U000435,2022-07-14 00:00:00,110,100,9.09,已完成,线上交易,支付宝
T002214,P005220,U001406,U000377,2020-10-27 00:00:00,140,130,7.14,已完成,食堂,支付宝
T002215,P001413,U002427,U001091,2021-08-06 00:00:00,190,180,5.26,已完成,校门口,银行卡
T002216,P005191,U001868,U002306,2021-11-24 00:00:00,80,70,12.5,已完成,校门口,现金
T002217,P001363,U001734,U001535,2023-02-11 00:00:00,220,210,4.55,已完成,图书馆门口,支付宝
T002218,P006765,U001151,U002299,2021-01-03 00:00:00,120,110,8.33,已完成,食堂,现金
T002219,P006343,U001119,U000866,2021-02-11 00:00:00,130,120,7.69,已完成,食堂,现金
T002220,P007921,U001039,U000393,2022-04-03 00:00:00,890,820,7.87,已取消,校门口,支付宝
T002221,P001771,U000601,U001366,2021-04-08 00:00:00,360,360,0.0,已完成,快递站,现金
T002222,P001835,U002643,U002806,2020-11-26 00:00:00,220,210,4.55,已完成,校门口,微信
T002223,P006432,U001761,U000773,2020-10-01 00:00:00,170,160,5.88,已完成,线上交易,支付宝
T002224,P004941,U001742,U002399,2021-05-30 00:00:00,110,110,0.0,已完成,校门口,银行卡
T002225,P002482,U002885,U002683,2024-03-31 00:00:00,70,70,0.0,已取消,教学楼,现金
T002226,P000927,U000848,U000869,2023-08-21 00:00:00,50,50,0.0,已完成,快递站,现金
T002227,P005874,U000521,U000703,2021-11-03 00:00:00,3400,3260,4.12,退款中,宿舍楼下,银行卡
T002228,P006849,U000646,U001617,2022-12-05 00:00:00,120,110,8.33,已完成,校门口,微信
T002229,P000502,U001291,U002582,2021-06-22 00:00:00,410,370,9.76,已取消,图书馆门口,银行卡
T002230,P001970,U000679,U002808,2022-07-08 00:00:00,80,80,0.0,已完成,线上交易,微信
T002231,P004123,U002664,U001165,2023-01-27 00:00:00,40,40,0.0,已取消,线上交易,银行卡
T002232,P002447,U002768,U002234,2023-05-03 00:00:00,130,120,7.69,已完成,校门口,银行卡
T002233,P001126,U000655,U002050,2023-11-02 00:00:00,30,30,0.0,已完成,快递站,银行卡
T002234,P002816,U002257,U000943,2022-05-01 00:00:00,240,230,4.17,退款中,图书馆门口,现金
T002235,P001977,U002313,U002707,2023-02-02 00:00:00,160,150,6.25,已取消,线上交易,支付宝
T002236,P004465,U002126,U002855,2023-07-05 00:00:00,380,350,7.89,已取消,图书馆门口,微信
T002237,P004457,U000444,U001403,2022-02-22 00:00:00,100,100,0.0,已完成,图书馆门口,现金
T002238,P001146,U000582,U002989,2020-11-22 00:00:00,100,90,10.0,已完成,快递站,现金
T002239,P002637,U002443,U000886,2024-06-08 00:00:00,240,240,0.0,已完成,食堂,支付宝
T002240,P001998,U001788,U001787,2024-03-28 00:00:00,310,310,0.0,已完成,食堂,支付宝
T002241,P001338,U001969,U002695,2022-06-20 00:00:00,50,50,0.0,已完成,体育馆,现金
T002242,P000854,U001430,U002442,2023-06-05 00:00:00,5000,4590,8.2,已完成,快递站,现金
T002243,P004597,U000045,U001846,2023-12-11 00:00:00,50,50,0.0,已取消,校门口,现金
T002244,P007296,U002336,U000775,2021-12-02 00:00:00,320,290,9.38,已取消,快递站,微信
T002245,P004085,U000542,U000689,2021-05-15 00:00:00,140,130,7.14,已完成,快递站,支付宝
T002246,P006354,U001942,U001372,2021-02-03 00:00:00,350,330,5.71,已完成,校门口,微信
T002247,P004914,U002402,U001473,2021-04-06 00:00:00,100,100,0.0,已完成,图书馆门口,微信
T002248,P003343,U001889,U001094,2022-05-10 00:00:00,460,440,4.35,已完成,教学楼,银行卡
T002249,P006525,U002085,U001406,2023-09-25 00:00:00,120,110,8.33,已完成,教学楼,现金
T002250,P002449,U001070,U002947,2024-05-13 00:00:00,170,160,5.88,已完成,教学楼,支付宝
T002251,P003936,U000886,U000005,2021-05-07 00:00:00,220,200,9.09,已取消,图书馆门口,银行卡
T002252,P000543,U002764,U001845,2023-10-08 00:00:00,1990,1980,0.5,已取消,线上交易,微信
T002253,P003048,U000073,U000596,2021-07-22 00:00:00,370,370,0.0,已完成,宿舍楼下,银行卡
T002254,P003989,U001790,U002766,2023-07-21 00:00:00,200,180,10.0,已完成,校门口,微信
T002255,P001151,U000629,U001199,2021-03-12 00:00:00,160,150,6.25,已完成,线上交易,微信
T002256,P004208,U000852,U002105,2022-03-12 00:00:00,2930,2870,2.05,已完成,教学楼,银行卡
T002257,P006036,U002439,U001393,2023-05-27 00:00:00,50,50,0.0,已取消,教学楼,微信
T002258,P000809,U001645,U000127,2024-02-14 00:00:00,220,220,0.0,已完成,线上交易,现金
T002259,P002103,U000942,U000992,2023-03-13 00:00:00,6640,6390,3.77,已完成,图书馆门口,支付宝
T002260,P006577,U001295,U002807,2022-02-18 00:00:00,310,290,6.45,退款中,校门口,银行卡
T002261,P001088,U000495,U002252,2023-10-18 00:00:00,90,80,11.11,已完成,宿舍楼下,银行卡
T002262,P007430,U001458,U001862,2021-04-23 00:00:00,300,280,6.67,已取消,图书馆门口,支付宝
T002263,P007899,U001775,U002994,2022-02-21 00:00:00,2180,2140,1.83,已取消,线上交易,现金
T002264,P007023,U002699,U002332,2022-05-31 00:00:00,140,130,7.14,已完成,食堂,微信
T002265,P007016,U002963,U001108,2022-10-15 00:00:00,70,70,0.0,已完成,体育馆,支付宝
T002266,P005292,U002360,U002475,2023-11-17 00:00:00,40,40,0.0,已完成,图书馆门口,银行卡
T002267,P002352,U002824,U002930,2022-12-04 00:00:00,400,390,2.5,已完成,宿舍楼下,银行卡
T002268,P003399,U001255,U000755,2022-07-25 00:00:00,150,140,6.67,已完成,食堂,微信
T002269,P005310,U002077,U001308,2024-03-19 00:00:00,130,120,7.69,已完成,校门口,银行卡
T002270,P007354,U000483,U000530,2024-06-02 00:00:00,110,110,0.0,退款中,食堂,支付宝
T002271,P007809,U002621,U001726,2022-04-06 00:00:00,360,350,2.78,已完成,图书馆门口,现金
T002272,P004825,U000748,U001774,2022-09-22 00:00:00,30,30,0.0,已取消,体育馆,支付宝
T002273,P002517,U000379,U000633,2023-01-19 00:00:00,3200,3150,1.56,已完成,食堂,微信
T002274,P004894,U000731,U001976,2021-04-10 00:00:00,410,380,7.32,已完成,校门口,微信
T002275,P004937,U001505,U001044,2020-11-03 00:00:00,180,180,0.0,已完成,图书馆门口,支付宝
T002276,P006305,U000579,U001802,2022-08-02 00:00:00,150,150,0.0,已取消,校门口,现金
T002277,P004132,U002844,U000796,2022-01-25 00:00:00,20,20,0.0,已完成,线上交易,银行卡
T002278,P003745,U001259,U000338,2021-05-08 00:00:00,100,90,10.0,已完成,宿舍楼下,微信
T002279,P003131,U000675,U002327,2022-04-17 00:00:00,150,150,0.0,已完成,快递站,现金
T002280,P006996,U002870,U002638,2021-02-03 00:00:00,290,270,6.9,已完成,食堂,支付宝
T002281,P004279,U000377,U001235,2021-03-16 00:00:00,290,270,6.9,已取消,校门口,银行卡
T002282,P004709,U002929,U000987,2022-12-30 00:00:00,200,190,5.0,退款中,快递站,银行卡
T002283,P004500,U001419,U000327,2023-08-11 00:00:00,80,80,0.0,退款中,线上交易,现金
T002284,P006357,U000962,U000208,2022-02-22 00:00:00,870,820,5.75,已完成,图书馆门口,微信
T002285,P002250,U002156,U001481,2023-12-06 00:00:00,70,70,0.0,已完成,校门口,微信
T002286,P004996,U000448,U001455,2021-08-12 00:00:00,30,30,0.0,退款中,线上交易,支付宝
T002287,P007484,U001072,U001640,2023-01-24 00:00:00,40,40,0.0,已完成,快递站,微信
T002288,P007518,U000317,U002648,2021-01-22 00:00:00,80,70,12.5,已完成,食堂,现金
T002289,P003389,U000299,U000012,2022-07-27 00:00:00,20,20,0.0,已完成,教学楼,银行卡
T002290,P006526,U001278,U000323,2021-04-05 00:00:00,110,110,0.0,已完成,教学楼,现金
T002291,P000864,U002333,U000156,2024-02-06 00:00:00,60,60,0.0,退款中,宿舍楼下,微信
T002292,P001827,U001070,U001424,2024-05-18 00:00:00,100,90,10.0,已完成,食堂,微信
T002293,P006591,U001441,U002149,2023-12-24 00:00:00,50,50,0.0,已完成,校门口,支付宝
T002294,P002361,U000185,U002629,2021-10-01 00:00:00,340,330,2.94,已完成,快递站,支付宝
T002295,P002501,U001956,U000847,2022-10-30 00:00:00,280,260,7.14,已完成,宿舍楼下,银行卡
T002296,P000063,U002981,U002321,2023-04-06 00:00:00,110,110,0.0,已完成,线上交易,现金
T002297,P001945,U000073,U001155,2023-06-14 00:00:00,150,150,0.0,已完成,食堂,支付宝
T002298,P001961,U001279,U001219,2020-11-05 00:00:00,150,150,0.0,退款中,宿舍楼下,支付宝
T002299,P005376,U000619,U001150,2024-05-26 00:00:00,2520,2350,6.75,已完成,校门口,银行卡
T002300,P002787,U000736,U000589,2024-04-08 00:00:00,70,70,0.0,已完成,校门口,银行卡
T002301,P003072,U002836,U000898,2024-01-24 00:00:00,90,90,0.0,退款中,快递站,微信
T002302,P000067,U001415,U002651,2023-05-08 00:00:00,4370,3980,8.92,已完成,校门口,现金
T002303,P002913,U001711,U000325,2020-09-27 00:00:00,360,350,2.78,已完成,图书馆门口,微信
T002304,P004984,U000153,U002340,2021-11-04 00:00:00,250,250,0.0,已完成,体育馆,现金
T002305,P000303,U002847,U000061,2023-11-05 00:00:00,80,70,12.5,已取消,快递站,支付宝
T002306,P002648,U002093,U000564,2022-10-11 00:00:00,210,190,9.52,已完成,快递站,银行卡
T002307,P006238,U002544,U002896,2021-08-01 00:00:00,380,370,2.63,已完成,校门口,银行卡
T002308,P007138,U000585,U002899,2023-03-03 00:00:00,200,180,10.0,退款中,快递站,银行卡
T002309,P005858,U001570,U000116,2021-07-24 00:00:00,370,370,0.0,已完成,快递站,银行卡
T002310,P005144,U001870,U000603,2020-10-03 00:00:00,170,160,5.88,已完成,图书馆门口,支付宝
T002311,P003243,U002954,U001708,2024-05-25 00:00:00,50,50,0.0,已完成,校门口,微信
T002312,P002530,U001483,U002527,2023-01-02 00:00:00,210,210,0.0,已完成,食堂,现金
T002313,P002704,U001044,U001513,2022-01-23 00:00:00,3620,3550,1.93,已完成,快递站,现金
T002314,P003847,U000431,U000597,2020-11-22 00:00:00,50,50,0.0,退款中,食堂,微信
T002315,P001139,U001207,U001349,2022-02-10 00:00:00,130,120,7.69,已完成,图书馆门口,现金
T002316,P004024,U001590,U002701,2023-01-10 00:00:00,280,270,3.57,已完成,快递站,银行卡
T002317,P001788,U001629,U002059,2023-06-27 00:00:00,130,130,0.0,退款中,线上交易,银行卡
T002318,P001543,U000804,U001334,2023-05-21 00:00:00,100,90,10.0,已完成,图书馆门口,现金
T002319,P000285,U002637,U000717,2022-05-19 00:00:00,190,170,10.53,已完成,食堂,银行卡
T002320,P000009,U000150,U000436,2022-06-21 00:00:00,310,290,6.45,已完成,线上交易,银行卡
T002321,P005351,U000143,U001831,2023-11-29 00:00:00,110,110,0.0,已完成,宿舍楼下,微信
T002322,P006508,U000970,U000328,2023-12-12 00:00:00,90,90,0.0,已完成,食堂,支付宝
T002323,P001706,U001731,U001098,2022-01-13 00:00:00,3760,3590,4.52,已完成,食堂,支付宝
T002324,P007287,U001764,U001597,2022-12-02 00:00:00,320,310,3.12,已完成,图书馆门口,银行卡
T002325,P003144,U002064,U001334,2022-05-30 00:00:00,80,80,0.0,已完成,线上交易,银行卡
T002326,P003531,U002145,U000021,2021-02-06 00:00:00,260,250,3.85,已完成,线上交易,现金
T002327,P003810,U000221,U001656,2021-09-21 00:00:00,70,70,0.0,已取消,图书馆门口,支付宝
T002328,P002069,U002754,U000249,2022-06-13 00:00:00,890,800,10.11,已完成,快递站,银行卡
T002329,P003043,U001776,U000598,2024-03-17 00:00:00,60,60,0.0,已完成,快递站,微信
T002330,P004782,U001946,U001638,2022-01-11 00:00:00,130,120,7.69,已完成,校门口,现金
T002331,P000102,U002147,U002185,2022-01-11 00:00:00,200,190,5.0,已取消,图书馆门口,支付宝
T002332,P007670,U000896,U000372,2021-08-18 00:00:00,140,140,0.0,已完成,快递站,银行卡
T002333,P003803,U000995,U002723,2020-12-26 00:00:00,190,190,0.0,退款中,快递站,微信
T002334,P005555,U001137,U002458,2021-10-31 00:00:00,270,250,7.41,已完成,宿舍楼下,银行卡
T002335,P005252,U002990,U000576,2020-11-11 00:00:00,270,250,7.41,退款中,宿舍楼下,银行卡
T002336,P005302,U002935,U000877,2024-03-16 00:00:00,280,270,3.57,已完成,体育馆,银行卡
T002337,P001647,U001966,U002240,2021-05-22 00:00:00,100,100,0.0,已完成,快递站,银行卡
T002338,P007092,U001758,U000810,2021-01-04 00:00:00,150,140,6.67,已完成,宿舍楼下,支付宝
T002339,P002721,U001088,U001114,2022-07-28 00:00:00,2500,2470,1.2,已完成,宿舍楼下,支付宝
T002340,P006467,U002284,U002309,2021-07-20 00:00:00,70,70,0.0,已取消,校门口,支付宝
T002341,P004905,U002246,U001725,2024-01-28 00:00:00,80,80,0.0,已完成,教学楼,现金
T002342,P003176,U002720,U000088,2021-11-05 00:00:00,5200,4970,4.42,已完成,线上交易,支付宝
T002343,P003139,U002056,U000184,2021-10-27 00:00:00,250,230,8.0,已完成,图书馆门口,银行卡
T002344,P001526,U000828,U002004,2024-05-30 00:00:00,270,260,3.7,已完成,校门口,微信
T002345,P004509,U000770,U000044,2023-06-11 00:00:00,230,220,4.35,退款中,宿舍楼下,支付宝
T002346,P003705,U000864,U002113,2021-06-05 00:00:00,360,330,8.33,已完成,图书馆门口,微信
T002347,P002158,U000672,U000771,2021-03-11 00:00:00,100,100,0.0,已完成,线上交易,支付宝
T002348,P005329,U001369,U002917,2022-12-13 00:00:00,70,70,0.0,已完成,教学楼,现金
T002349,P002601,U001793,U001735,2024-06-12 00:00:00,60,60,0.0,已取消,体育馆,银行卡
T002350,P002870,U000857,U002871,2024-05-24 00:00:00,210,190,9.52,已取消,校门口,银行卡
T002351,P001600,U002929,U000588,2024-06-18 00:00:00,110,100,9.09,已完成,食堂,支付宝
T002352,P006458,U002675,U001130,2022-09-06 00:00:00,50,50,0.0,已完成,教学楼,微信
T002353,P004863,U000111,U001592,2024-06-21 00:00:00,270,250,7.41,已取消,宿舍楼下,微信
T002354,P004171,U002685,U000763,2024-06-28 00:00:00,40,40,0.0,已完成,图书馆门口,支付宝
T002355,P006662,U000787,U001309,2021-12-26 00:00:00,180,170,5.56,已完成,图书馆门口,微信
T002356,P007824,U001541,U002761,2023-09-18 00:00:00,280,270,3.57,已完成,食堂,银行卡
T002357,P004437,U000862,U000169,2023-12-12 00:00:00,220,210,4.55,已取消,图书馆门口,支付宝
T002358,P001926,U000403,U000577,2023-10-01 00:00:00,90,90,0.0,已取消,教学楼,微信
T002359,P000751,U001382,U001178,2021-08-23 00:00:00,200,180,10.0,已完成,教学楼,现金
T002360,P007464,U000250,U000337,2022-03-17 00:00:00,490,460,6.12,退款中,食堂,支付宝
T002361,P001400,U000556,U000257,2021-06-19 00:00:00,130,130,0.0,已完成,体育馆,支付宝
T002362,P000819,U001145,U002296,2021-10-26 00:00:00,210,200,4.76,已完成,宿舍楼下,支付宝
T002363,P000535,U000673,U000089,2023-06-05 00:00:00,300,280,6.67,已完成,线上交易,现金
T002364,P007510,U001598,U000874,2024-05-12 00:00:00,120,110,8.33,已完成,体育馆,银行卡
T002365,P000259,U000721,U001219,2021-10-10 00:00:00,90,80,11.11,已完成,快递站,现金
T002366,P004029,U002991,U002652,2024-02-28 00:00:00,230,220,4.35,已完成,图书馆门口,支付宝
T002367,P006179,U001402,U001264,2022-06-06 00:00:00,210,200,4.76,已完成,快递站,现金
T002368,P002292,U002829,U001613,2021-11-05 00:00:00,230,210,8.7,已取消,教学楼,微信
T002369,P004058,U001181,U002563,2023-12-26 00:00:00,180,180,0.0,已完成,宿舍楼下,支付宝
T002370,P006006,U002210,U001579,2022-02-04 00:00:00,510,480,5.88,已取消,图书馆门口,支付宝
T002371,P000634,U000849,U000910,2020-11-16 00:00:00,140,140,0.0,已完成,图书馆门口,微信
T002372,P004744,U001892,U000042,2023-10-19 00:00:00,280,260,7.14,已完成,教学楼,银行卡
T002373,P000471,U002184,U002914,2021-10-13 00:00:00,30,30,0.0,已取消,校门口,银行卡
T002374,P006129,U001071,U000729,2022-11-10 00:00:00,40,40,0.0,已完成,教学楼,银行卡
T002375,P003524,U000839,U002793,2023-05-28 00:00:00,380,350,7.89,已完成,宿舍楼下,微信
T002376,P000494,U002137,U001648,2024-01-14 00:00:00,1770,1770,0.0,已完成,快递站,现金
T002377,P001382,U000451,U002022,2023-11-22 00:00:00,450,440,2.22,已完成,体育馆,现金
T002378,P007916,U002837,U002303,2022-07-01 00:00:00,120,120,0.0,已取消,教学楼,微信
T002379,P000439,U001722,U002746,2021-04-07 00:00:00,310,280,9.68,已完成,食堂,微信
T002380,P007471,U002948,U001453,2022-05-23 00:00:00,300,280,6.67,已完成,教学楼,支付宝
T002381,P000909,U000706,U001867,2024-04-05 00:00:00,170,170,0.0,已完成,宿舍楼下,微信
T002382,P004027,U000408,U001202,2022-04-27 00:00:00,40,40,0.0,已取消,体育馆,银行卡
T002383,P007911,U000084,U000315,2023-10-03 00:00:00,110,100,9.09,已取消,校门口,现金
T002384,P004923,U001887,U002511,2023-07-09 00:00:00,40,40,0.0,已完成,教学楼,现金
T002385,P001622,U001546,U000418,2023-08-09 00:00:00,30,30,0.0,已取消,体育馆,现金
T002386,P003811,U001822,U002513,2024-03-14 00:00:00,340,310,8.82,退款中,宿舍楼下,银行卡
T002387,P006659,U002976,U000349,2023-02-08 00:00:00,490,480,2.04,已完成,快递站,微信
T002388,P007838,U000710,U000411,2023-01-13 00:00:00,280,280,0.0,退款中,校门口,微信
T002389,P003595,U002970,U000270,2023-11-04 00:00:00,70,60,14.29,退款中,宿舍楼下,银行卡
T002390,P005946,U000897,U000160,2023-04-12 00:00:00,180,170,5.56,已完成,食堂,微信
T002391,P000447,U000191,U000586,2021-03-26 00:00:00,30,30,0.0,退款中,宿舍楼下,现金
T002392,P001062,U001759,U001657,2023-02-17 00:00:00,310,310,0.0,已完成,体育馆,支付宝
T002393,P001465,U001592,U002909,2022-08-13 00:00:00,210,200,4.76,已完成,校门口,微信
T002394,P000571,U001604,U001369,2021-12-17 00:00:00,220,200,9.09,已完成,教学楼,现金
T002395,P002242,U002226,U002156,2024-01-25 00:00:00,180,170,5.56,已完成,食堂,微信
T002396,P002848,U000908,U001451,2024-05-25 00:00:00,70,60,14.29,已完成,宿舍楼下,支付宝
T002397,P007703,U000617,U001980,2023-05-15 00:00:00,290,280,3.45,已完成,校门口,微信
T002398,P000028,U000023,U001270,2024-02-05 00:00:00,230,220,4.35,已取消,图书馆门口,支付宝
T002399,P006949,U000911,U002534,2021-04-06 00:00:00,70,70,0.0,已完成,图书馆门口,现金
T002400,P005496,U000442,U001615,2024-03-02 00:00:00,50,50,0.0,已完成,线上交易,微信
T002401,P007437,U000827,U001703,2021-10-17 00:00:00,130,120,7.69,已完成,食堂,微信
T002402,P000686,U001290,U001111,2023-02-07 00:00:00,90,90,0.0,已完成,体育馆,银行卡
T002403,P000331,U001143,U001345,2023-02-13 00:00:00,50,50,0.0,已完成,图书馆门口,现金
T002404,P002353,U002000,U002136,2022-10-16 00:00:00,170,150,11.76,已取消,教学楼,微信
T002405,P004854,U000492,U000978,2022-04-13 00:00:00,100,100,0.0,已完成,线上交易,银行卡
T002406,P002225,U000833,U002573,2023-10-05 00:00:00,270,260,3.7,退款中,线上交易,银行卡
T002407,P007707,U000549,U001905,2024-02-03 00:00:00,120,110,8.33,已完成,快递站,银行卡
T002408,P002329,U002936,U000892,2022-12-06 00:00:00,410,390,4.88,已取消,食堂,银行卡
T002409,P006598,U002426,U001442,2022-03-10 00:00:00,100,100,0.0,退款中,图书馆门口,银行卡
T002410,P001219,U002183,U002477,2023-03-29 00:00:00,240,230,4.17,已完成,图书馆门口,微信
T002411,P002876,U000275,U001992,2021-06-23 00:00:00,140,130,7.14,已完成,宿舍楼下,现金
T002412,P000756,U002021,U000073,2024-04-23 00:00:00,320,290,9.38,已取消,快递站,银行卡
T002413,P001871,U000382,U000673,2024-03-22 00:00:00,80,70,12.5,已完成,教学楼,支付宝
T002414,P007818,U001895,U001870,2024-04-22 00:00:00,30,30,0.0,已完成,校门口,银行卡
T002415,P007524,U001718,U000976,2021-04-21 00:00:00,420,400,4.76,已完成,食堂,现金
T002416,P001443,U001745,U001268,2022-12-29 00:00:00,240,220,8.33,已完成,教学楼,现金
T002417,P001656,U002047,U002113,2021-02-05 00:00:00,390,370,5.13,已完成,体育馆,微信
T002418,P002978,U000164,U001615,2023-12-02 00:00:00,340,320,5.88,已完成,校门口,现金
T002419,P000242,U000623,U001907,2021-09-08 00:00:00,80,80,0.0,已完成,体育馆,支付宝
T002420,P001249,U001608,U002251,2024-06-19 00:00:00,150,140,6.67,已完成,宿舍楼下,现金
T002421,P000622,U002288,U002909,2024-06-30 00:00:00,3620,3320,8.29,已完成,教学楼,现金
T002422,P000733,U000566,U001112,2023-06-05 00:00:00,280,270,3.57,退款中,食堂,支付宝
T002423,P006867,U002299,U000910,2023-04-16 00:00:00,260,260,0.0,退款中,宿舍楼下,微信
