product_id,title,category,subcategory,brand,condition,condition_score,original_price,selling_price,usage_months,seller_id,publish_date,status,views,favorites,description
P004642,凤凰 自行车 7成新,运动器材,自行车,凤凰,7成新,6.0,1235,450,11,U001707,2022-06-13,已售出,187,24,7成新自行车，使用11个月，保养良好
P004643,杂牌 小沙发 全新,家具,小沙发,杂牌,全新,10.0,398,370,26,U001597,2023-01-08,已下架,58,10,全新小沙发，使用26个月，保养良好
P004644,无品牌 滑板 全新,运动器材,滑板,无品牌,全新,10.0,470,410,3,U002025,2020-10-07,在售,277,88,全新滑板，使用3个月，保养良好
P004645,考特 吉他 95新,乐器,吉他,考特,95新,9.0,4812,3800,13,U001505,2023-11-11,已售出,261,80,95新吉他，使用13个月，保养良好
P004646,无品牌 裤子 6成新,服饰鞋包,裤子,无品牌,6成新,5.0,259,70,47,U001389,2021-06-09,已售出,245,53,6成新裤子，使用47个月，保养良好
P004647,无品牌 音箱 7成新,电子产品,音箱,无品牌,7成新,6.0,414,180,16,U000769,2022-08-13,已售出,284,6,7成新音箱，使用16个月，保养良好
P004648,杂牌 床垫 全新,家具,床垫,杂牌,全新,10.0,308,290,43,U002832,2024-03-25,已售出,394,2,全新床垫，使用43个月，保养良好
P004649,无品牌 书架 95新,家具,书架,无品牌,95新,9.0,124,90,39,U002726,2023-06-13,已售出,121,8,95新书架，使用39个月，保养良好
P004650,其他 书桌 7成新,家具,书桌,其他,7成新,6.0,203,70,16,U000898,2023-12-08,已售出,14,4,7成新书桌，使用16个月，保养良好
P004651,Apple 耳机 全新,电子产品,耳机,Apple,全新,10.0,606,730,27,U001412,2023-10-10,已售出,436,145,全新耳机，使用27个月，保养良好
P004652,雅马哈 吉他 95新,乐器,吉他,雅马哈,95新,9.0,847,680,28,U001364,2020-09-01,在售,437,90,95新吉他，使用28个月，保养良好
P004653,杂牌 哑铃 全新,运动器材,哑铃,杂牌,全新,10.0,394,390,39,U000191,2024-02-03,已售出,322,7,全新哑铃，使用39个月，保养良好
P004654,杂牌 工具书 7成新,图书教材,工具书,杂牌,7成新,6.0,358,150,5,U001602,2021-10-01,已售出,319,8,7成新工具书，使用5个月，保养良好
P004655,其他 床垫 全新,家具,床垫,其他,全新,10.0,314,310,34,U001721,2022-03-01,已售出,204,17,全新床垫，使用34个月，保养良好
P004656,杂牌 哑铃 全新,运动器材,哑铃,杂牌,全新,10.0,261,260,25,U001824,2024-06-07,已下架,463,17,全新哑铃，使用25个月，保养良好
P004657,杂牌 瑜伽垫 95新,运动器材,瑜伽垫,杂牌,95新,9.0,144,110,46,U002790,2023-11-13,已售出,487,46,95新瑜伽垫，使用46个月，保养良好
P004658,其他 口琴 全新,乐器,口琴,其他,全新,10.0,233,240,46,U002213,2024-03-19,已下架,483,138,全新口琴，使用46个月，保养良好
P004659,无品牌 T恤 7成新,服饰鞋包,T恤,无品牌,7成新,6.0,375,140,45,U000567,2022-02-11,已售出,436,41,7成新T恤，使用45个月，保养良好
P004660,杂牌 衣柜 全新,家具,衣柜,杂牌,全新,10.0,235,200,35,U001936,2022-07-24,已售出,30,5,全新衣柜，使用35个月，保养良好
P004661,杂牌 篮球 95新,运动器材,篮球,杂牌,95新,9.0,481,380,6,U002227,2023-09-05,已售出,236,66,95新篮球，使用6个月，保养良好
P004662,杂牌 T恤 6成新,服饰鞋包,T恤,杂牌,6成新,5.0,62,20,37,U000463,2023-11-26,已售出,279,59,6成新T恤，使用37个月，保养良好
P004663,杂牌 智能手表 6成新,电子产品,智能手表,杂牌,6成新,5.0,416,110,11,U000090,2021-03-27,已售出,151,39,6成新智能手表，使用11个月，保养良好
P004664,其他 小沙发 6成新,家具,小沙发,其他,6成新,5.0,208,60,48,U000715,2023-09-23,在售,489,79,6成新小沙发，使用48个月，保养良好
P004665,森海塞尔 耳机 99新,电子产品,耳机,森海塞尔,99新,9.5,738,740,47,U000803,2022-09-03,已下架,484,47,99新耳机，使用47个月，保养良好
P004666,其他 专业书籍 99新,图书教材,专业书籍,其他,99新,9.5,296,270,4,U000195,2023-06-25,在售,133,19,99新专业书籍，使用4个月，保养良好
P004667,杂牌 小家电 95新,生活用品,小家电,杂牌,95新,9.0,253,200,19,U001020,2021-09-01,在售,392,10,95新小家电，使用19个月，保养良好
P004668,杂牌 床垫 95新,家具,床垫,杂牌,95新,9.0,357,260,27,U000417,2023-05-26,已下架,420,48,95新床垫，使用27个月，保养良好
P004669,其他 智能手表 全新,电子产品,智能手表,其他,全新,10.0,343,330,45,U002954,2023-11-14,已售出,213,57,全新智能手表，使用45个月，保养良好
P004670,永久 自行车 全新,运动器材,自行车,永久,全新,10.0,1522,1470,8,U000380,2020-11-21,已售出,375,107,全新自行车，使用8个月，保养良好
P004671,其他 收纳箱 99新,生活用品,收纳箱,其他,99新,9.5,213,180,26,U000545,2021-01-20,在售,381,8,99新收纳箱，使用26个月，保养良好
P004672,无品牌 小说 95新,图书教材,小说,无品牌,95新,9.0,282,220,10,U002880,2022-08-05,已售出,21,0,95新小说，使用10个月，保养良好
P004673,杂牌 书桌 95新,家具,书桌,杂牌,95新,9.0,480,330,28,U001566,2024-06-24,已售出,31,5,95新书桌，使用28个月，保养良好
P004674,无品牌 口琴 9成新,乐器,口琴,无品牌,9成新,8.0,240,150,12,U000090,2021-08-02,在售,240,40,9成新口琴，使用12个月，保养良好
P004675,无品牌 围巾 6成新,服饰鞋包,围巾,无品牌,6成新,5.0,337,100,45,U000090,2022-06-19,已售出,245,3,6成新围巾，使用45个月，保养良好
P004676,其他 台式机 9成新,电子产品,台式机,其他,9成新,8.0,7807,4970,48,U000119,2024-05-25,已下架,104,0,9成新台式机，使用48个月，保养良好
P004677,无品牌 尤克里里 7成新,乐器,尤克里里,无品牌,7成新,6.0,192,80,39,U000792,2021-06-16,已售出,341,59,7成新尤克里里，使用39个月，保养良好
P004678,杂牌 羽毛球拍 9成新,运动器材,羽毛球拍,杂牌,9成新,8.0,293,190,18,U001540,2022-11-04,已售出,114,11,9成新羽毛球拍，使用18个月，保养良好
P004679,杂牌 电吹风 8成新,生活用品,电吹风,杂牌,8成新,7.0,122,60,42,U002301,2024-01-21,在售,464,124,8成新电吹风，使用42个月，保养良好
P004680,杂牌 羽毛球拍 6成新,运动器材,羽毛球拍,杂牌,6成新,5.0,374,120,28,U001412,2023-08-21,已售出,356,95,6成新羽毛球拍，使用28个月，保养良好
P004681,杂牌 哑铃 9成新,运动器材,哑铃,杂牌,9成新,8.0,470,290,6,U002849,2023-12-06,在售,151,8,9成新哑铃，使用6个月，保养良好
P004682,无品牌 哑铃 95新,运动器材,哑铃,无品牌,95新,9.0,247,190,9,U002673,2024-02-16,已售出,56,12,95新哑铃，使用9个月，保养良好
P004683,无品牌 台灯 7成新,生活用品,台灯,无品牌,7成新,6.0,163,70,14,U001337,2021-04-09,在售,291,59,7成新台灯，使用14个月，保养良好
P004684,杂牌 哑铃 99新,运动器材,哑铃,杂牌,99新,9.5,182,170,5,U001122,2022-04-06,已下架,350,62,99新哑铃，使用5个月，保养良好
P004685,杂牌 羽毛球拍 9成新,运动器材,羽毛球拍,杂牌,9成新,8.0,448,270,29,U002700,2021-02-06,在售,108,4,9成新羽毛球拍，使用29个月，保养良好
P004686,杂牌 围巾 6成新,服饰鞋包,围巾,杂牌,6成新,5.0,447,150,12,U002037,2023-05-25,已售出,38,6,6成新围巾，使用12个月，保养良好
P004687,其他 架子鼓 6成新,乐器,架子鼓,其他,6成新,5.0,317,100,29,U002735,2022-04-03,在售,497,2,6成新架子鼓，使用29个月，保养良好
P004688,其他 洗漱用品 全新,生活用品,洗漱用品,其他,全新,10.0,390,390,21,U001928,2023-09-01,已售出,216,22,全新洗漱用品，使用21个月，保养良好
P004689,无品牌 课外读物 9成新,图书教材,课外读物,无品牌,9成新,8.0,157,100,7,U001354,2021-03-09,已售出,449,81,9成新课外读物，使用7个月，保养良好
P004690,杂牌 书桌 99新,家具,书桌,杂牌,99新,9.5,287,230,19,U000294,2024-06-17,已售出,374,66,99新书桌，使用19个月，保养良好
P004691,其他 工具书 8成新,图书教材,工具书,其他,8成新,7.0,378,200,10,U000193,2023-08-25,已售出,348,65,8成新工具书，使用10个月，保养良好
P004692,无品牌 羽毛球拍 7成新,运动器材,羽毛球拍,无品牌,7成新,6.0,179,70,27,U000218,2021-03-29,已下架,17,5,7成新羽毛球拍，使用27个月，保养良好
P004693,无品牌 衣架 8成新,生活用品,衣架,无品牌,8成新,7.0,262,130,7,U002817,2022-07-18,已售出,364,110,8成新衣架，使用7个月，保养良好
P004694,杂牌 考研资料 95新,图书教材,考研资料,杂牌,95新,9.0,89,70,5,U001581,2022-10-07,已售出,88,22,95新考研资料，使用5个月，保养良好
P004695,杂牌 架子鼓 7成新,乐器,架子鼓,杂牌,7成新,6.0,298,120,13,U001300,2021-04-23,已售出,288,30,7成新架子鼓，使用13个月，保养良好
P004696,无品牌 教材 99新,图书教材,教材,无品牌,99新,9.5,138,120,2,U000878,2024-04-29,在售,266,6,99新教材，使用2个月，保养良好
P004697,联想 笔记本电脑 7成新,电子产品,笔记本电脑,联想,7成新,6.0,7555,3080,4,U000131,2023-08-29,已售出,236,40,7成新笔记本电脑，使用4个月，保养良好
P004698,杂牌 书架 9成新,家具,书架,杂牌,9成新,8.0,400,260,19,U002813,2024-04-14,已售出,86,17,9成新书架，使用19个月，保养良好
P004699,其他 考研资料 全新,图书教材,考研资料,其他,全新,10.0,146,130,11,U002893,2021-01-14,已售出,222,49,全新考研资料，使用11个月，保养良好
P004700,其他 裤子 95新,服饰鞋包,裤子,其他,95新,9.0,369,280,23,U002407,2023-07-18,在售,278,34,95新裤子，使用23个月，保养良好
P004701,其他 哑铃 6成新,运动器材,哑铃,其他,6成新,5.0,435,130,9,U002366,2023-03-18,已售出,271,34,6成新哑铃，使用9个月，保养良好
P004702,杂牌 书架 99新,家具,书架,杂牌,99新,9.5,292,230,42,U000777,2023-04-13,在售,330,18,99新书架，使用42个月，保养良好
P004703,杂牌 床上用品 6成新,生活用品,床上用品,杂牌,6成新,5.0,362,110,23,U002310,2023-09-15,在售,318,7,6成新床上用品，使用23个月，保养良好
P004704,无品牌 跑步机 8成新,运动器材,跑步机,无品牌,8成新,7.0,202,100,13,U000224,2023-01-02,在售,482,108,8成新跑步机，使用13个月，保养良好
P004705,其他 收纳箱 95新,生活用品,收纳箱,其他,95新,9.0,307,250,37,U002418,2023-10-09,已下架,100,17,95新收纳箱，使用37个月，保养良好
P004706,杂牌 小家电 9成新,生活用品,小家电,杂牌,9成新,8.0,174,100,47,U002171,2022-03-28,在售,361,118,9成新小家电，使用47个月，保养良好
P004707,无品牌 显示器 9成新,电子产品,显示器,无品牌,9成新,8.0,206,140,44,U002323,2020-11-30,在售,360,10,9成新显示器，使用44个月，保养良好
P004708,无品牌 考研资料 99新,图书教材,考研资料,无品牌,99新,9.5,434,340,11,U000395,2021-06-11,已售出,50,6,99新考研资料，使用11个月，保养良好
P004709,杂牌 哑铃 全新,运动器材,哑铃,杂牌,全新,10.0,216,200,7,U002929,2022-11-04,已售出,94,14,全新哑铃，使用7个月，保养良好
P004710,捷安特 自行车 6成新,运动器材,自行车,捷安特,6成新,5.0,1400,450,29,U002041,2023-05-04,已售出,49,1,6成新自行车，使用29个月，保养良好
P004711,无品牌 书桌 99新,家具,书桌,无品牌,99新,9.5,362,340,28,U000109,2023-05-03,已售出,156,48,99新书桌，使用28个月，保养良好
P004712,其他 衣柜 7成新,家具,衣柜,其他,7成新,6.0,196,70,28,U001916,2022-02-08,已售出,226,34,7成新衣柜，使用28个月，保养良好
P004713,无品牌 尤克里里 6成新,乐器,尤克里里,无品牌,6成新,5.0,81,30,14,U000575,2021-11-22,已售出,288,84,6成新尤克里里，使用14个月，保养良好
P004714,杂牌 书架 99新,家具,书架,杂牌,99新,9.5,278,250,31,U000968,2020-12-22,已售出,290,43,99新书架，使用31个月，保养良好
P004715,无品牌 鞋子 8成新,服饰鞋包,鞋子,无品牌,8成新,7.0,266,140,18,U001398,2024-01-17,已售出,289,19,8成新鞋子，使用18个月，保养良好
P004716,无品牌 英语学习 全新,图书教材,英语学习,无品牌,全新,10.0,119,120,2,U000612,2022-08-30,已售出,492,128,全新英语学习，使用2个月，保养良好
P004717,其他 围巾 99新,服饰鞋包,围巾,其他,99新,9.5,426,370,45,U000844,2020-10-13,已下架,288,15,99新围巾，使用45个月，保养良好
P004718,无品牌 电吹风 6成新,生活用品,电吹风,无品牌,6成新,5.0,246,70,2,U002716,2022-12-24,已下架,472,14,6成新电吹风，使用2个月，保养良好
P004719,其他 跑步机 7成新,运动器材,跑步机,其他,7成新,6.0,395,170,47,U002671,2024-04-19,在售,440,76,7成新跑步机，使用47个月，保养良好
P004720,杂牌 洗漱用品 95新,生活用品,洗漱用品,杂牌,95新,9.0,426,340,31,U001335,2024-05-02,已下架,45,3,95新洗漱用品，使用31个月，保养良好
P004721,无品牌 课外读物 95新,图书教材,课外读物,无品牌,95新,9.0,463,360,7,U002157,2023-05-25,已售出,69,21,95新课外读物，使用7个月，保养良好
P004722,惠普 笔记本电脑 99新,电子产品,笔记本电脑,惠普,99新,9.5,9343,8420,21,U002464,2023-01-28,已售出,302,35,99新笔记本电脑，使用21个月，保养良好
P004723,杂牌 哑铃 95新,运动器材,哑铃,杂牌,95新,9.0,312,220,7,U000052,2023-11-17,在售,108,22,95新哑铃，使用7个月，保养良好
P004724,杂牌 T恤 8成新,服饰鞋包,T恤,杂牌,8成新,7.0,414,210,25,U000780,2024-06-27,在售,365,102,8成新T恤，使用25个月，保养良好
P004725,无品牌 羽毛球拍 6成新,运动器材,羽毛球拍,无品牌,6成新,5.0,145,40,5,U002482,2021-07-14,已售出,166,11,6成新羽毛球拍，使用5个月，保养良好
P004726,小米 手机 99新,电子产品,手机,小米,99新,9.5,6503,5840,11,U002115,2023-09-26,在售,260,31,99新手机，使用11个月，保养良好
P004727,其他 跑步机 6成新,运动器材,跑步机,其他,6成新,5.0,415,130,37,U002022,2020-11-25,已售出,342,79,6成新跑步机，使用37个月，保养良好
P004728,其他 书架 7成新,家具,书架,其他,7成新,6.0,367,130,47,U002799,2024-03-15,在售,298,51,7成新书架，使用47个月，保养良好
P004729,无品牌 电子琴 7成新,乐器,电子琴,无品牌,7成新,6.0,388,170,16,U001416,2022-12-27,在售,106,21,7成新电子琴，使用16个月，保养良好
P004730,无品牌 书桌 全新,家具,书桌,无品牌,全新,10.0,279,280,33,U001932,2020-09-11,在售,12,0,全新书桌，使用33个月，保养良好
P004731,无品牌 裤子 99新,服饰鞋包,裤子,无品牌,99新,9.5,115,110,23,U000966,2021-05-27,在售,31,8,99新裤子，使用23个月，保养良好
P004732,其他 鞋子 7成新,服饰鞋包,鞋子,其他,7成新,6.0,233,90,4,U002168,2023-11-14,在售,159,27,7成新鞋子，使用4个月，保养良好
P004733,永久 自行车 全新,运动器材,自行车,永久,全新,10.0,331,340,19,U001926,2023-09-04,在售,144,29,全新自行车，使用19个月，保养良好
P004734,其他 书架 8成新,家具,书架,其他,8成新,7.0,419,190,8,U001996,2021-09-28,在售,414,100,8成新书架，使用8个月，保养良好
P004735,无品牌 羽毛球拍 7成新,运动器材,羽毛球拍,无品牌,7成新,6.0,256,100,41,U002981,2023-06-27,已售出,246,54,7成新羽毛球拍，使用41个月，保养良好
P004736,无品牌 书桌 9成新,家具,书桌,无品牌,9成新,8.0,401,240,2,U000978,2022-08-15,在售,88,22,9成新书桌，使用2个月，保养良好
P004737,杂牌 小家电 全新,生活用品,小家电,杂牌,全新,10.0,251,250,13,U000519,2023-04-07,在售,487,89,全新小家电，使用13个月，保养良好
P004738,杂牌 课外读物 全新,图书教材,课外读物,杂牌,全新,10.0,388,400,7,U002493,2022-02-09,已售出,230,38,全新课外读物，使用7个月，保养良好
P004739,杂牌 哑铃 9成新,运动器材,哑铃,杂牌,9成新,8.0,289,180,41,U002704,2022-02-03,已售出,324,15,9成新哑铃，使用41个月，保养良好
P004740,其他 台灯 8成新,生活用品,台灯,其他,8成新,7.0,108,50,1,U000056,2021-04-13,已售出,399,113,8成新台灯，使用1个月，保养良好
P004741,杂牌 台灯 8成新,生活用品,台灯,杂牌,8成新,7.0,99,50,7,U000071,2023-05-01,已售出,269,22,8成新台灯，使用7个月，保养良好
P004742,无品牌 考研资料 95新,图书教材,考研资料,无品牌,95新,9.0,483,380,11,U002807,2023-09-16,已售出,124,30,95新考研资料，使用11个月，保养良好
P004743,无品牌 滑板 7成新,运动器材,滑板,无品牌,7成新,6.0,423,160,14,U002952,2021-12-26,已售出,178,2,7成新滑板，使用14个月，保养良好
P004744,杂牌 音箱 全新,电子产品,音箱,杂牌,全新,10.0,291,280,24,U001892,2023-09-09,已售出,427,111,全新音箱，使用24个月，保养良好
P004745,Apple 手机 全新,电子产品,手机,Apple,全新,10.0,2155,2670,8,U002170,2022-10-21,在售,339,93,全新手机，使用8个月，保养良好
P004746,其他 收纳箱 6成新,生活用品,收纳箱,其他,6成新,5.0,172,50,41,U000845,2022-05-11,在售,156,3,6成新收纳箱，使用41个月，保养良好
P004747,其他 专业书籍 7成新,图书教材,专业书籍,其他,7成新,6.0,395,150,4,U000354,2022-06-18,已售出,334,44,7成新专业书籍，使用4个月，保养良好
P004748,无品牌 架子鼓 7成新,乐器,架子鼓,无品牌,7成新,6.0,59,20,24,U002041,2022-07-26,已下架,178,6,7成新架子鼓，使用24个月，保养良好
P004749,无品牌 尤克里里 8成新,乐器,尤克里里,无品牌,8成新,7.0,440,210,47,U002260,2021-06-06,已售出,261,6,8成新尤克里里，使用47个月，保养良好
P004750,杂牌 架子鼓 95新,乐器,架子鼓,杂牌,95新,9.0,181,130,41,U001310,2020-10-04,在售,351,25,95新架子鼓，使用41个月，保养良好
P004751,无品牌 架子鼓 99新,乐器,架子鼓,无品牌,99新,9.5,309,260,44,U001222,2021-04-12,已售出,100,14,99新架子鼓，使用44个月，保养良好
P004752,其他 专业书籍 95新,图书教材,专业书籍,其他,95新,9.0,215,160,2,U001925,2023-03-09,已售出,127,31,95新专业书籍，使用2个月，保养良好
P004753,雅马哈 吉他 全新,乐器,吉他,雅马哈,全新,10.0,3958,3660,26,U000182,2022-08-10,已售出,414,124,全新吉他，使用26个月，保养良好
P004754,微软 笔记本电脑 8成新,电子产品,笔记本电脑,微软,8成新,7.0,6816,3120,3,U002188,2021-07-17,已售出,94,30,8成新笔记本电脑，使用3个月，保养良好
P004755,杂牌 羽毛球拍 6成新,运动器材,羽毛球拍,杂牌,6成新,5.0,446,150,39,U002481,2024-02-10,在售,232,2,6成新羽毛球拍，使用39个月，保养良好
P004756,其他 电吹风 9成新,生活用品,电吹风,其他,9成新,8.0,207,140,1,U002502,2022-09-07,已售出,216,12,9成新电吹风，使用1个月，保养良好
P004757,无品牌 键盘鼠标 8成新,电子产品,键盘鼠标,无品牌,8成新,7.0,345,160,6,U002893,2020-10-06,已下架,170,32,8成新键盘鼠标，使用6个月，保养良好
P004758,无品牌 羽毛球拍 95新,运动器材,羽毛球拍,无品牌,95新,9.0,337,270,2,U002397,2023-06-07,已售出,124,12,95新羽毛球拍，使用2个月，保养良好
P004759,无品牌 口琴 全新,乐器,口琴,无品牌,全新,10.0,184,180,9,U002055,2024-03-13,已售出,306,12,全新口琴，使用9个月，保养良好
P004760,杂牌 T恤 全新,服饰鞋包,T恤,杂牌,全新,10.0,387,370,42,U001617,2023-09-23,已售出,121,16,全新T恤，使用42个月，保养良好
P004761,杂牌 洗漱用品 6成新,生活用品,洗漱用品,杂牌,6成新,5.0,352,120,18,U002735,2021-08-14,在售,24,6,6成新洗漱用品，使用18个月，保养良好
P004762,其他 床垫 7成新,家具,床垫,其他,7成新,6.0,128,50,22,U002166,2022-01-06,在售,15,1,7成新床垫，使用22个月，保养良好
P004763,其他 书架 全新,家具,书架,其他,全新,10.0,389,380,36,U001885,2022-09-25,已售出,330,31,全新书架，使用36个月，保养良好
P004764,杂牌 洗漱用品 8成新,生活用品,洗漱用品,杂牌,8成新,7.0,99,50,3,U002077,2023-07-28,已售出,441,59,8成新洗漱用品，使用3个月，保养良好
P004765,其他 衣架 99新,生活用品,衣架,其他,99新,9.5,93,90,12,U001805,2021-08-02,已下架,442,113,99新衣架，使用12个月，保养良好
P004766,无品牌 裤子 95新,服饰鞋包,裤子,无品牌,95新,9.0,74,60,44,U002566,2021-09-20,在售,491,128,95新裤子，使用44个月，保养良好
P004767,无品牌 键盘鼠标 9成新,电子产品,键盘鼠标,无品牌,9成新,8.0,389,250,32,U001852,2024-05-25,在售,71,0,9成新键盘鼠标，使用32个月，保养良好
P004768,无品牌 英语学习 99新,图书教材,英语学习,无品牌,99新,9.5,77,70,8,U000897,2023-02-12,在售,265,39,99新英语学习，使用8个月，保养良好
P004769,杂牌 收纳箱 全新,生活用品,收纳箱,杂牌,全新,10.0,292,280,5,U002057,2022-03-12,在售,19,6,全新收纳箱，使用5个月，保养良好
P004770,Apple 手机 6成新,电子产品,手机,Apple,6成新,5.0,2739,860,44,U002615,2021-08-12,在售,151,35,6成新手机，使用44个月，保养良好
P004771,杂牌 外套 全新,服饰鞋包,外套,杂牌,全新,10.0,90,80,16,U002632,2023-11-13,在售,65,11,全新外套，使用16个月，保养良好
P004772,其他 架子鼓 全新,乐器,架子鼓,其他,全新,10.0,347,310,32,U000604,2022-02-28,已售出,137,41,全新架子鼓，使用32个月，保养良好
P004773,杂牌 瑜伽垫 95新,运动器材,瑜伽垫,杂牌,95新,9.0,215,160,34,U002996,2022-05-29,已售出,297,73,95新瑜伽垫，使用34个月，保养良好
P004774,其他 音箱 7成新,电子产品,音箱,其他,7成新,6.0,329,140,13,U000846,2022-11-23,已售出,327,97,7成新音箱，使用13个月，保养良好
P004775,杂牌 羽毛球拍 全新,运动器材,羽毛球拍,杂牌,全新,10.0,372,390,7,U001194,2023-07-23,已下架,389,30,全新羽毛球拍，使用7个月，保养良好
P004776,其他 鞋子 7成新,服饰鞋包,鞋子,其他,7成新,6.0,361,150,33,U000919,2021-12-01,在售,441,96,7成新鞋子，使用33个月，保养良好
P004777,无品牌 收纳箱 8成新,生活用品,收纳箱,无品牌,8成新,7.0,290,150,38,U001551,2023-09-18,在售,79,12,8成新收纳箱，使用38个月，保养良好
P004778,其他 跑步机 8成新,运动器材,跑步机,其他,8成新,7.0,347,160,47,U002352,2023-11-05,在售,383,117,8成新跑步机，使用47个月，保养良好
P004779,其他 衣柜 全新,家具,衣柜,其他,全新,10.0,395,400,41,U001739,2022-10-12,已售出,243,37,全新衣柜，使用41个月，保养良好
P004780,杂牌 T恤 95新,服饰鞋包,T恤,杂牌,95新,9.0,480,370,29,U002719,2022-06-17,已下架,261,55,95新T恤，使用29个月，保养良好
P004781,其他 篮球 7成新,运动器材,篮球,其他,7成新,6.0,455,190,33,U000065,2020-11-20,已下架,172,2,7成新篮球，使用33个月，保养良好
P004782,其他 口琴 99新,乐器,口琴,其他,99新,9.5,148,130,16,U001946,2021-12-26,已售出,299,30,99新口琴，使用16个月，保养良好
P004783,杂牌 收纳箱 7成新,生活用品,收纳箱,杂牌,7成新,6.0,97,40,47,U000720,2023-02-06,已下架,297,64,7成新收纳箱，使用47个月，保养良好
P004784,杂牌 滑板 9成新,运动器材,滑板,杂牌,9成新,8.0,76,50,42,U002231,2022-09-24,已售出,440,103,9成新滑板，使用42个月，保养良好
P004785,无品牌 音箱 全新,电子产品,音箱,无品牌,全新,10.0,285,300,14,U000555,2021-01-15,已售出,121,0,全新音箱，使用14个月，保养良好
P004786,其他 电子琴 6成新,乐器,电子琴,其他,6成新,5.0,274,90,38,U000686,2024-03-11,在售,94,10,6成新电子琴，使用38个月，保养良好
P004787,杂牌 T恤 95新,服饰鞋包,T恤,杂牌,95新,9.0,447,350,32,U001632,2024-02-19,已售出,38,8,95新T恤，使用32个月，保养良好
P004788,无品牌 围巾 9成新,服饰鞋包,围巾,无品牌,9成新,8.0,466,310,29,U002452,2023-12-07,在售,436,2,9成新围巾，使用29个月，保养良好
P004789,无品牌 篮球 7成新,运动器材,篮球,无品牌,7成新,6.0,389,160,23,U001156,2021-12-05,已售出,160,39,7成新篮球，使用23个月，保养良好
P004790,杂牌 显示器 95新,电子产品,显示器,杂牌,95新,9.0,485,360,41,U002237,2022-04-08,已售出,259,15,95新显示器，使用41个月，保养良好
P004791,无品牌 智能手表 95新,电子产品,智能手表,无品牌,95新,9.0,362,270,21,U002400,2022-10-13,已售出,141,12,95新智能手表，使用21个月，保养良好
P004792,其他 羽毛球拍 6成新,运动器材,羽毛球拍,其他,6成新,5.0,74,20,17,U000428,2023-01-04,在售,333,89,6成新羽毛球拍，使用17个月，保养良好
P004793,杂牌 小沙发 9成新,家具,小沙发,杂牌,9成新,8.0,141,90,33,U002486,2022-10-18,在售,296,85,9成新小沙发，使用33个月，保养良好
P004794,捷安特 自行车 7成新,运动器材,自行车,捷安特,7成新,6.0,805,300,7,U001525,2022-11-25,已售出,239,7,7成新自行车，使用7个月，保养良好
P004795,无品牌 显示器 8成新,电子产品,显示器,无品牌,8成新,7.0,288,130,8,U000030,2022-03-03,已售出,376,78,8成新显示器，使用8个月，保养良好
P004796,其他 裤子 99新,服饰鞋包,裤子,其他,99新,9.5,416,380,31,U000322,2023-07-24,在售,86,5,99新裤子，使用31个月，保养良好
P004797,无品牌 台式机 8成新,电子产品,台式机,无品牌,8成新,7.0,6772,3490,3,U001283,2020-11-11,已售出,480,79,8成新台式机，使用3个月，保养良好
P004798,捷安特 自行车 9成新,运动器材,自行车,捷安特,9成新,8.0,787,490,31,U002895,2022-02-08,在售,152,26,9成新自行车，使用31个月，保养良好
P004799,杂牌 书架 95新,家具,书架,杂牌,95新,9.0,217,150,12,U001014,2021-10-28,已售出,196,9,95新书架，使用12个月，保养良好
P004800,杂牌 滑板 7成新,运动器材,滑板,杂牌,7成新,6.0,367,130,42,U001683,2022-12-11,已售出,22,3,7成新滑板，使用42个月，保养良好
P004801,无品牌 篮球 8成新,运动器材,篮球,无品牌,8成新,7.0,260,140,33,U001637,2022-07-14,在售,37,7,8成新篮球，使用33个月，保养良好
P004802,无品牌 床上用品 95新,生活用品,床上用品,无品牌,95新,9.0,141,110,21,U002669,2020-09-03,在售,300,11,95新床上用品，使用21个月，保养良好
P004803,无品牌 羽毛球拍 9成新,运动器材,羽毛球拍,无品牌,9成新,8.0,182,120,26,U002668,2023-02-09,已售出,442,122,9成新羽毛球拍，使用26个月，保养良好
P004804,其他 哑铃 全新,运动器材,哑铃,其他,全新,10.0,470,480,17,U000265,2022-05-26,已售出,86,8,全新哑铃，使用17个月，保养良好
P004805,其他 书架 9成新,家具,书架,其他,9成新,8.0,190,130,5,U002807,2022-06-10,已售出,187,58,9成新书架，使用5个月，保养良好
P004806,无品牌 显示器 7成新,电子产品,显示器,无品牌,7成新,6.0,185,70,23,U000311,2023-08-03,已售出,30,6,7成新显示器，使用23个月，保养良好
P004807,无品牌 小说 8成新,图书教材,小说,无品牌,8成新,7.0,414,200,12,U001655,2022-09-16,在售,409,52,8成新小说，使用12个月，保养良好
P004808,无品牌 专业书籍 全新,图书教材,专业书籍,无品牌,全新,10.0,67,60,11,U002388,2021-04-01,在售,229,35,全新专业书籍，使用11个月，保养良好
P004809,其他 椅子 95新,家具,椅子,其他,95新,9.0,437,330,2,U002499,2023-10-24,在售,304,20,95新椅子，使用2个月，保养良好
P004810,Martin 吉他 全新,乐器,吉他,Martin,全新,10.0,1278,1690,16,U002321,2024-06-16,在售,347,31,全新吉他，使用16个月，保养良好
P004811,无品牌 衣柜 95新,家具,衣柜,无品牌,95新,9.0,348,290,9,U002263,2023-01-26,已售出,260,15,95新衣柜，使用9个月，保养良好
